script_id,start_time,end_time,text,emotion,use
Ses01M_script01_3_M004,51.059,53.27,What?,neu,train
Ses01M_script01_3_F006,53.77,59.22,You've been kind of embarrassed ever since I got here.,sad,train
Ses01M_script01_3_M006,79.41,81.1172,You did?,neu,train
Ses01M_script01_3_F008,80.64,85.28,From her point of view why else would I come?,neu,validation
Ses01M_script01_3_M007,85.7,88.358,Yeah--,neu,train
Ses01M_script01_3_M009,111.9467,120.1828,"Ann, I love you. I love you.",hap,train
Ses01M_script01_3_F012,161.93,165.3,I almost got married two years ago.,neu,train
Ses01M_script01_3_M014,165.6682,167.93,Why didn't you?,neu,train
Ses01M_script01_3_F016,200.94,207.645,I'll never forgive you for waiting so long. All I did was sit around and wonder if I was crazy for thinking about you.,hap,train
Ses01M_script01_3_M019,207.18,210.04,I kissed you.,hap,train
Ses01M_script01_3_F018,225.02,227.3023,"Chris, what's the matter?",sad,train
Ses01M_script01_3_M020,228.28,232.23,Do you want to go somewhere? Let's go.,sad,test
Ses01M_script01_3_F019,231.36,235.205,"No, what is it? Is your mother?",sad,train
Ses01M_script01_3_M021,234.59,238.48,"No, no, it's nothing like that.",sad,train
Ses01M_script01_3_M022,244.14,252.92,I don't know it's--it's complicated. But it's going from me now.,sad,train
Ses01M_script01_3_F021,253.41,256.4398,You got to tell me.,sad,test
Ses01M_script01_3_M023,256.1412,259.1271,I don't know.,sad,train
Ses01M_script01_3_M024,259.351,263.97,It's kind of all mixed up with all these other things.,sad,train
Ses01M_script01_3_F022,265.5717,269.08,Wouldn't work like this.,sad,train
Ses01M_script01_3_M025,272.34,277.8637,you know over seas I was in command of the company?,sad,train
Ses01M_script01_3_F023,277.23,279.39,"Yeah, sure.",sad,validation
Ses01M_script01_3_M026,281.14,283.91,Well I lost them.,sad,train
Ses01M_script01_3_F024,285.51,288.34,How many?,sad,validation
Ses01M_script01_3_M027,288.18,291.03,Pretty much all.,sad,train
Ses01M_script01_3_F025,290.5787,293.79,[BREATHING]. Geez.,sad,test
Ses01M_script01_3_M028,293.6392,307.49,"Takes awhile to toss something like that off. I mean they weren't just men, you know.",sad,validation
Ses01M_script01_3_M029,307.7375,320.03,"For instance, there was this one time when this kid--it had been raining for like several days and he gave me his last pair of dry socks.",sad,validation
Ses01M_script01_3_M030,320.1175,326.5,He just put it in my pocket that's the kind of guys I had.,sad,train
Ses01M_script01_3_M031,327.37,337.86,"They didn't die they killed themselves for each other and I mean that exactly, you know a little more selfish and they'll all be here today...",sad,train
Ses01M_script01_3_M032,339.871,363.73,"And I had this idea as I was watching them go down like everything was being destroyed, you know. But I felt like this one new thing was being made, you know it's kind of like this. This monument...",sad,test
Ses01M_script01_3_M033,363.865,373.32,"You know, that they were bringing something on to this earth, a kind of sacrifice you know.",sad,test
Ses01M_script01_3_M034,374.5675,388.8175,"I thought I would change everything you know, and I got back here and it was- it was like nothing had changed at all...",sad,test
Ses01M_script01_3_M035,389.0888,397.095,You know. I went to work with dad and I started that whole rat race again...,sad,train
Ses01M_script01_3_M036,397.3498,405.69,And no one had changed it was just like sort of random bus accident to them.,sad,train
Ses01M_script01_3_M037,406.2,414.26,Driving my new car and I felt guilty you know opening my bank book seeing a new refrigerator.,sad,train
Ses01M_script01_3_M038,417.29,430.76,'Cause you can take those things out of a war. But you have to realize that those things came out of the love that a man can have for another man...,sad,train
Ses01M_script01_3_M039,431.0408,439.07,And if you can't see that then it's just loot and there's blood all over it.,sad,train
Ses01M_script01_3_M040,439.48,449.91,I felt ashamed and I didn't want any part of it. I guess I included you too.,sad,train
Ses01M_script01_3_F026,455.26,458.74,Do you still feel that way?,sad,test
Ses01M_script01_3_M041,460.4,463.85,I want you to know Annie.,sad,train
Ses01M_script01_3_M043,507.77,511.4612,I'm going to make a fortune for you.,hap,test
Ses01M_script01_3_F030,510.69,513.8625,What would I do with a fortune?,hap,test
Ses01M_script02_1_M007,59.45,63.6475,Flashlight the silver one. There's only one isn't there?,neu,test
Ses01M_script02_1_M009,69.41,71.28,"Oh, well, yeah of course.",neu,train
Ses01M_script02_1_F005,70.69,75.38,"You keep saying ""my flashlight"" like somehow it's just yours. How's that supposed to make me feel?",ang,train
Ses01M_script02_1_F007,101.33,102.61,No.,neu,train
Ses01M_script02_1_F008,128.555,130.3,I'm fine.,neu,test
Ses01M_script02_1_F009,153.51,155.79,I wonder if they can hear me talk,hap,test
Ses01M_script02_1_F014,182.11,184.41,Then let's go.,ang,train
Ses01M_script02_1_M028,205.8575,215.6599,People in Kansas would have to get plane tickets and make hotel reservations to see this. It's only forty minutes away; it's just too good to pass up.,ang,test
Ses01M_script02_1_F017,215.1712,224.18,"Pass what up? These little fish swim out of the ocean, they flop around on the sand then they swim back and then they die.",ang,train
Ses01M_script02_1_M030,247.92,249.52,"Yeah, they do.",neu,train
Ses01M_script02_1_F021,276.94,278.44,Yes.,ang,train
Ses01M_script02_1_F022,304.42,318.4303,"Last year, you'll also remember we got--our shoes got wet, I got sand in my panties, you got a sore throat, we got into a big fight and we did not see the grunions.",ang,train
Ses01M_script02_1_M037,317.78,320.0133,We just weren't in a good spot though.,neu,train
Ses01M_script02_1_F023,319.61,321.82,We didn't see them the year before either.,ang,test
Ses01M_script02_1_M039,326.882,338.75,"Come on, trust me I got instincts for these things, okay? So just--just think about it all right? Okay, I know you're not interested, think about it...",neu,train
Ses01M_script02_2_F000,21.0588,23.3952,That's the wind.,neu,train
Ses01M_script02_2_M008,79.84,84.93,Can I ask you a question? Are you on your period?,neu,train
Ses01M_script02_2_F010,84.355,91.7025,"Why do you ask me that? God damn it, I told you not to ask me that I hate it when you ask me that. It's insulting.",ang,train
Ses01M_script02_2_F011,93.13,98.07,"I just, we just have different ideas of what this evening is supposed to look like.",ang,train
Ses01M_script02_2_F013,109.27,113.8,"Because they never do. Do they, have they ever?",ang,train
Ses01M_script02_2_M013,114.1,116.52,We missed them twice.,neu,train
Ses01M_script02_2_F014,116.13,119.38,Twice is every year we've tried that's ever.,ang,train
Ses01M_script02_2_F015,121.2775,125.9375,No we won't. It's pointless it's like a waiting up to see Santa Claus.,ang,validation
Ses01M_script02_2_F016,126.0225,137.51,"I feel like my whole life is going to be spent here on the beach with my eyes wide open and my hands clasped expectantly, waiting for fish to show up and the fish never show.",ang,validation
Ses01M_script02_2_M019,166.36,174.7925,"you were fine during the phone call from Marge, dinner was okay, doing the dishes was fine.",neu,train
Ses01M_script02_2_M020,174.885,184.7175,"Let's see, uh, I took a shower and, um, you were watching the news and you said the ""the Grunions are running tonight,"" and I said ""okay great, let's go.""",neu,train
Ses01M_script02_2_F019,189.07,197.91,Do you remember the first year we came here? It's about four years ago right after we got married.,neu,train
Ses01M_script02_2_F022,222.6559,232.4642,"And I remember thinking this is it. finally, finally I'm as happy as I'm supposed to be.",sad,train
Ses01M_script02_2_F024,258.56,265.2255,I'd rather not remember some things. I'd rather not hope for some things.,sad,train
Ses01M_script02_2_F025,273.3052,275.4759,No.,sad,test
Ses01M_script02_2_M027,274.91,277.72,You want me to go get some champagne?,neu,test
Ses01M_script02_2_F026,276.66,278.5712,No.,sad,test
Ses01M_script02_2_M033,301.98,308.74,"A new carpet, a poodle, a suicide pact, ice cream, a back rub, what? What? What the hell do you want?",ang,test
Ses01M_script02_2_F030,307.74,311.3225,I want something to turn out the way that it's supposed to.,ang,train
Ses01M_script02_2_M035,312.7253,327.0096,You think nothing turns out how it's supposed to. You think I had some grand idea going that four years down the line. We would come to this beach and argue over fish? No.,ang,train
Ses01M_script02_2_M037,337.3025,352.1575,"No, no I'm just like you, I thought it was going to be all rosy cheeks and the bills would pay themselves and fish will always come and--",sad,train
Ses01M_script02_2_M038,352.7475,359.8914,No. You know what you get? You know what you get? You get this.,sad,train
Ses01M_script02_2_F031,359.5296,364.6775,This what? What is this? This isn't even anything.,ang,train
Ses01M_script02_2_F032,365.545,372.6025,"Oh, sure this is standing on the beach, this is waiting, fighting.",ang,test
Ses01M_script02_2_M040,372.415,374.07,Right.,neu,test
Ses01M_script02_2_F033,373.8803,378.52,This isn't anything like I thought anything would be.,sad,test
Ses01M_script02_2_M041,378.503,381.51,I know me neither.,sad,test
Ses01M_script02_2_F034,382.45,394.05,This is just this. I mean it includes a lot and everything but it's--do you understand what I'm saying?,sad,train
Ses01M_script02_2_M042,394.55,397.9186,I'm doing the best I can.,sad,test
Ses01M_script02_2_F035,397.6774,403.38,"I know that Augie, I really do.",sad,train
Ses01M_script02_2_F036,403.7875,412.08,"I just can't help wishing that I was somebody, somewhere else.",sad,validation
Ses01M_script02_2_M043,413.9173,418.25,Maybe if you were with somebody else too?,sad,train
Ses01M_script02_2_F037,417.355,419.355,I didn't say that.,sad,test
Ses01M_script02_2_M044,419.26,425.97,"No, I know but--I know I don't make you happy.",sad,train
Ses01M_script02_2_M045,435.7448,437.625,Yeah?,sad,train
Ses01M_script02_2_F040,443.101,453.72,"You are the one who probably wishes he was with somebody else, someone who didn't take everything so seriously, someone who would enjoy yourself.",sad,test
Ses01M_script02_2_M049,490.98,494.4875,Look what we got here.,hap,train
Ses01M_script02_2_M050,497.8775,500.04,It's not champagne.,neu,test
Ses01M_script02_2_F044,498.9575,503.29,I guess we don't need glasses.,hap,train
Ses01M_script02_2_M051,509.1461,513.84,"Are you cold, huh? Do you want to go home?",neu,train
Ses01M_script02_2_F045,513.809,521.44,I'm beginning to think you might be right. I think this might be the spot after all.,hap,validation
Ses01M_script02_2_F046,523.71,526.5919,"Augie, I'm sorry.",sad,train
Ses01M_script02_2_M052,525.275,528.0391,Shh...,hap,train
Ses01M_script02_2_M053,528.9636,535.2345,"If we are really quiet, the fish might come.",hap,test
Ses01M_script02_2_F047,535.9982,539.3749,Or not.,neu,train
Ses01M_script02_2_M054,539.5758,542.2691,Or not.,neu,train
Ses01M_script03_1_F003,23.77,26.608,Now and always sweet.,hap,test
Ses01M_script03_1_M004,26.23,28.68,I don't care then.,hap,test
Ses01M_script03_1_F004,28.17,30.79,It had to happen sooner or later.,hap,train
Ses01M_script03_1_F008,54.42,56.95,Oh. Behave exquisitely...,hap,train
Ses01M_script03_1_M010,56.36,58.92,With perfect poise...,hap,train
Ses01M_script03_1_F009,57.1675,61.05,[LAUGHTER] I think I shall do a court curtsey.,hap,test
Ses01M_script03_1_M011,60.07,61.4025,Ah...,hap,train
Ses01M_script03_1_F010,61.14,62.5,[LAUGHTER],hap,train
Ses01M_script03_1_M012,61.94,63.7624,Ah...Strange...,hap,train
Ses01M_script03_1_F011,63.47,64.7675,Mmm...,hap,train
Ses01M_script03_1_M013,64.32,69.97,"Things that just ought to matter dreadfully, you know they just don't matter at all when one is happy, do they?",hap,train
Ses01M_script03_1_M014,72.27,74.58,"Darling, don't say that.",sad,train
Ses01M_script03_1_F014,80.03,82.8964,"Oh, yes meaning just that.",hap,train
Ses01M_script03_1_M016,82.3473,88.4,"Oh, dear god what is that all mean, dear god?",hap,train
Ses01M_script03_1_F015,86.99,90.76,[LAUGHTER] Don't laugh at me I'm being serious.,hap,train
Ses01M_script03_1_M017,90.09,93.77,"You mustn't be so serious, darling, it just what they want.",hap,train
Ses01M_script03_1_M019,99.915,106.2707,Flippancy brings out the acid in their darn sweetness and light.,hap,test
Ses01M_script03_1_F017,104.83,108.76,"Mmhmm If I must laugh at everything, I must laugh at us too.",hap,test
Ses01M_script03_1_F018,111.5526,117.7531,"How long will it last, this ludicrous, overbearing love of ours?",hap,test
Ses01M_script03_1_M021,109.44,112.17,We are figures of fun all right,hap,train
Ses01M_script03_1_M022,117.22,119.81,Ahh...who knows.,hap,train
Ses01M_script03_1_F019,119.15,122.5384,Shall we always want to bicker and fight?,hap,test
Ses01M_script03_1_F021,133.95,137.04,If one of us dies...,hap,train
Ses01M_script03_1_F024,152.6656,155.35,I think you're talking nonsense.,hap,train
Ses01M_script03_1_M030,177.99,181.61,before your body rots and worms pop out of your eye sockets.,hap,train
Ses01M_script03_1_M031,189.3,198.21,"See, you know I don't care what you do. You could paint yourself green and run naked to the Place Vendome.",hap,train
Ses01M_script03_1_M033,220.43,223.73,Do you remember that row we did have in Venice?,hap,train
Ses01M_script03_1_F030,222.9,226.05,Which particular one?,hap,train
Ses01M_script03_1_F034,251.41,254.5525,Cannes...mmhmm...,hap,validation
Ses01M_script03_1_F036,263.07,267.82,The manager came in he found us rolling about the floor. [LAUGHTER],hap,validation
Ses01M_script03_1_M039,271.55,275.88,I will never forget the look on his face.,hap,train
Ses01M_script03_1_F037,267.84,272.53,Scratching and biting like panthers. [LAUGHTER] Oh...,hap,train
Ses01M_script03_1_M040,280.09,282.94,oh...,hap,test
Ses01M_script03_1_F038,276.24,279.01,"Utterly, utterly ridiculous.",hap,train
Ses01M_script03_1_F039,280.94,283.8275,oh...[LAUGHTER],hap,train
Ses01M_script03_1_M041,283.31,285.75,We were very much younger then.,hap,test
Ses01M_script03_1_F040,285.09,287.84,Very much sillier.,hap,test
Ses01M_script03_2_F006,53.59,55.883,"Well, what of it?",neu,train
Ses01M_script03_2_F010,83.71,86.14,"No, thank you.",neu,test
Ses01M_script03_2_M012,85.71,89.075,"I'll have a little, I think.",neu,test
Ses01M_script03_2_F011,88.63,92.38,I don't see why you want any you already had two glasses.,ang,train
Ses01M_script03_2_M013,91.68,97.8825,"Oh, you know no particular reason besides they are very small glasses.",neu,train
Ses01M_script03_2_F015,127.08,129.84,"Don't be stupid, what?",ang,train
Ses01M_script03_2_M018,135.3979,138.18,Are you going out somewhere dear?,neu,train
Ses01M_script03_2_F017,145.58,151.59,Well it's a woman's duty to allure the man. Watch me a minute will you?,ang,train
Ses01M_script03_2_M022,165.1863,171.71,"You know, it's a pity you didn't have any more brandy. It would have made you just a little less disagreeable.",ang,test
Ses01M_script03_2_M023,179.22,184.3684,"You know what? You snap, you snap, you snap you're like a little adder.",ang,train
Ses01M_script03_2_M024,186.5,192.15,Nonsense. They have a bag of venom behind of fangs and they snap.,ang,train
Ses01M_script03_2_F022,191.37,193.1525,They sting.,ang,train
Ses01M_script03_2_F023,193.1875,200.3318,"I don't care. I don't care, do you understand? I don't mind if they bark and they roll about like hoops.",ang,train
Ses01M_script03_2_M025,200.0078,203.75,Did you see much of Peter Burden after our divorce?,ang,train
Ses01M_script03_2_F024,202.97,206.04,"Yes, I did quite a lot.",ang,train
Ses01M_script03_2_M026,205.08,209.0,I suppose you let him just kiss you or good deal more than too.,ang,train
Ses01M_script03_2_F025,207.47,209.67,"Oh, mind you own business.",ang,train
Ses01M_script03_2_M027,209.17,215.83,"I suppose you two had a riotous time, huh? No restrain at all, very enjoyable, he never had much any how.",ang,train
Ses01M_script03_2_F026,215.02,218.77,"You're quite insufferable, I expect it's because you're drunk.",ang,train
Ses01M_script03_2_M028,218.25,221.07,I am not in the least bit drunk.,ang,train
Ses01M_script03_2_F027,220.25,222.7,You always had a weak head.,ang,train
Ses01M_script03_2_M029,222.01,231.2375,I think I told you once before that I had three minute liquor glasses the whole evening long. A Child of two cannot get drunk on that.,ang,train
Ses01M_script03_2_F028,230.58,236.68,"On the contrary, a child two could get violently drunk on only one glass of brandy.",ang,train
Ses01M_script03_2_M030,236.11,248.5725,"Oh very, very interesting Amanda. How about the child of uh... four, six or maybe nine---you know, we could work up a splendid little debate about it, you know? Intemperate tots.",ang,train
Ses01M_script03_2_F029,243.27,245.2725,Shut up.,ang,test
Ses01M_script03_2_F030,248.08,251.59,Not very funny darling. Why don't you have some more brandy?,ang,test
Ses01M_script03_2_M031,250.63,253.98,That's a very good idea I think I will.,ang,validation
Ses01M_script03_2_M032,255.0051,260.83,Would you uh...turn that off please? You're going to wake the people upstairs.,ang,validation
Ses01M_script03_2_F031,258.3,259.52,Why?,ang,test
Ses01M_script03_2_M033,264.13,266.6825,Well then you'll wake the people downstairs.,ang,train
Ses01M_script03_2_F033,266.24,268.77,They are away in Tunis.,ang,train
Ses01M_script03_2_M034,268.76,271.9275,This is no time a year for Tunis.,ang,train
Ses01M_script03_2_F034,272.51,275.34,"Turn it on again, please.",ang,train
Ses01M_script03_2_M035,274.83,277.8275,I will do no such thing.,ang,test
Ses01M_script03_2_F035,277.35,282.36,Very well if you insist on being boorish and idiotic.,ang,train
Ses01M_script03_2_M036,282.59,286.43,Turn it off. It's driving me mad.,ang,test
Ses01M_script03_2_F036,284.39,286.05,I won't.,ang,validation
Ses01M_script03_2_M037,287.64,291.195,Turn it off.,ang,test
Ses01M_script03_2_F037,290.75,293.34,Stop it. No. Go away.,ang,validation
Ses01M_script03_2_M038,292.49,294.575,Amanda listen. Listen.,ang,train
Ses01M_script03_2_F038,293.36,298.53,"listen Oh I'm sick and tired of listening to you, you damn sadistic bully.",ang,train
Ses01M_script03_2_M039,297.92,300.08,That's very amusing indeed.,ang,train
Ses01M_script03_2_F039,299.63,309.01,"Oh you're cruel you're...you're...I hate you, I hate you. Go away. You're conceited. You're overbearing. You're utterly impossible.",ang,train
Ses01M_script03_2_M040,304.27,311.85,"You...You're an evil minded, self-centered little wench and I never want to see you again.",ang,train
Ses01M_script03_2_F040,311.8125,316.71,This is the end do you hear me? Finally and forever.,ang,test
Ses01M_script03_2_M041,316.79,319.08,You're not going like this.,ang,train
Ses01M_script03_2_F041,318.4,337.32,"Oh yes I am...Oh yes I am. Let go of me. You let go. You...urgh...You're a cruel friend. I loathe and I hate you. Marry you again...Ha...Never, never, never, never. I hope you die in torment. You beast.",ang,test
Ses01M_script03_2_M042,319.13,320.85,No you're not.,ang,train
Ses01M_script03_2_M043,321.52,335.77,Shut up. Shut up. I wouldn't marry you again if you came crawling back to me on a bended knee. You are an evil tempered little vampire and I never want to see you again as long as I live.,ang,train
